carat,cut,color,clarity,price,x,y,z,volume
-1.4696759700589417,4,2,4,5.996452088619021,4.04,4.06,2.42,2.5825829170871852
-1.4696759700589417,4,1,4,5.996452088619021,3.97,4.01,2.42,2.5527125875180623
-1.4696759700589417,4,1,4,5.996452088619021,4.01,4.06,2.4,2.566830663617909
-1.4696759700589417,4,0,4,5.996452088619021,3.92,3.96,2.44,2.535721429705761
-1.4696759700589417,1,2,4,5.996452088619021,4.06,4.08,2.37,2.5715576285086414
-1.4696759700589417,1,1,4,5.996452088619021,3.83,3.85,2.46,2.492487012768409
-1.171182981502945,1,4,2,5.996452088619021,4.29,4.31,2.75,2.830213260065952
-1.3470736479666092,4,0,5,5.998936561946683,4.13,4.16,2.52,2.6694390941013357
-1.1086626245216111,2,5,3,5.998936561946683,4.49,4.51,2.78,2.931988494303186
-1.1086626245216111,2,5,3,5.998936561946683,4.49,4.5,2.75,2.9189187215408072
-1.1086626245216111,2,6,2,5.998936561946683,4.49,4.55,2.76,2.9335983257779708
-1.3470736479666092,1,0,5,5.998936561946683,3.99,4.02,2.61,2.635811066199194
-1.3470736479666092,1,0,4,5.998936561946683,4.19,4.24,2.46,2.678813064454075
-1.1394342831883648,1,4,3,5.998936561946683,4.34,4.37,2.75,2.8556259802301827
-1.2378743560016174,3,2,2,5.998936561946683,4.24,4.26,2.65,2.7697797808551665
-1.1394342831883648,4,4,3,5.998936561946683,4.35,4.42,2.71,2.854651887413699
-1.1394342831883648,1,4,3,5.998936561946683,4.36,4.38,2.79,2.8769500889144624
-1.3862943611198906,4,1,5,6.0014148779611505,4.0,4.03,2.54,2.6136125294408177
-1.2378743560016174,4,4,3,6.0014148779611505,4.33,4.37,2.64,2.8124971796120124
-1.4271163556401458,4,2,2,6.0014148779611505,4.02,4.03,2.45,2.582524014478047
-1.4696759700589417,2,3,4,6.0014148779611505,3.93,3.95,2.44,2.5357407554312013
-1.1394342831883648,2,5,2,6.0014148779611505,4.45,4.48,2.72,2.894546734244839
-1.5141277326297755,3,1,5,6.0014148779611505,3.93,3.89,2.41,2.508063042345979
-1.5141277326297755,3,0,5,6.0014148779611505,3.91,3.88,2.31,2.458007763498049
-1.2039728043259361,2,5,3,6.003887067106539,4.3,4.33,2.63,2.7925541222354786
-1.2039728043259361,3,6,3,6.003887067106539,4.43,4.38,2.61,2.826186241111891
-1.2039728043259361,4,5,2,6.003887067106539,4.25,4.28,2.67,2.7843381762740793
-1.2039728043259361,4,5,2,6.003887067106539,4.28,4.32,2.71,2.8155447580732242
-1.2039728043259361,1,5,2,6.003887067106539,4.25,4.29,2.7,2.797845200218425
-1.0498221244986778,2,5,4,6.313548046277095,4.54,4.59,2.78,2.9606456751601464
-1.2039728043259361,3,0,2,6.313548046277095,4.23,4.27,2.66,2.773529654424218
-1.2039728043259361,2,0,2,6.313548046277095,4.29,4.32,2.69,2.8104710401415827
-1.2039728043259361,2,0,2,6.313548046277095,4.3,4.33,2.68,2.811387070568571
-0.8675005677047231,3,5,3,6.313548046277095,4.78,4.84,2.96,3.127932246899764
-1.2729656758128873,2,3,7,6.315358001522335,4.19,4.22,2.58,2.721712972247383
-1.1394342831883648,2,5,6,6.315358001522335,4.39,4.42,2.73,2.871158243705445
-1.171182981502945,4,3,2,6.315358001522335,4.33,4.3,2.73,2.829871885242674
-1.171182981502945,3,3,2,6.315358001522335,4.35,4.32,2.68,2.820635753211267
-1.4271163556401458,3,1,6,6.315358001522335,4.01,4.03,2.44,2.57594336791407
-1.4271163556401458,4,0,6,6.315358001522335,3.97,4.0,2.45,2.562536191707516
-1.2039728043259361,4,4,2,6.317164686747284,4.29,4.27,2.7,2.8025400445226327
-1.2039728043259361,3,4,2,6.317164686747284,4.28,4.24,2.68,2.7857207846922276
-1.2039728043259361,3,4,2,6.317164686747284,4.29,4.25,2.67,2.7866718996202997
-1.2039728043259361,1,4,2,6.317164686747284,4.28,4.26,2.72,2.8052417615147807
-1.3470736479666092,4,2,7,6.317164686747284,4.19,4.22,2.49,2.686206283790473
-1.3470736479666092,4,1,7,6.317164686747284,4.15,4.23,2.51,2.6869807917763766
-1.3470736479666092,4,0,7,6.317164686747284,4.08,4.13,2.56,2.6657693652123733
-1.3470736479666092,4,0,7,6.317164686747284,4.01,4.05,2.53,2.617115136508245
-1.3470736479666092,4,1,6,6.317164686747284,4.06,4.09,2.55,2.647209014170577
-1.3470736479666092,4,1,6,6.317164686747284,4.0,4.04,2.55,2.6200201235951743
-1.3470736479666092,4,0,6,6.317164686747284,4.03,4.12,2.53,2.639226553391346
-1.3470736479666092,2,1,7,6.317164686747284,4.02,4.06,2.54,2.626016668606906
-0.9675840262617056,2,5,3,6.317164686747284,4.65,4.67,2.87,3.033726032383491
-1.3470736479666092,1,1,6,6.317164686747284,4.22,4.25,2.45,2.684229846872772
-1.4271163556401458,3,3,6,6.317164686747284,3.95,3.92,2.45,2.5372829686039275
-1.4271163556401458,3,4,6,6.317164686747284,4.01,3.96,2.44,2.5584210172218675
-1.4271163556401458,3,4,6,6.317164686747284,4.02,4.0,2.44,2.570962014387821
-1.4271163556401458,3,4,7,6.317164686747284,4.07,4.04,2.46,2.6014367527037243
-1.1394342831883648,3,5,2,6.317164686747284,4.35,4.33,2.73,2.84143270764375
-0.35667494393873245,2,1,2,7.921898411023797,5.7,5.72,3.57,3.658388287355649
-0.15082288973458366,0,1,3,7.921898411023797,6.45,6.33,3.52,3.869229067905662
-0.35667494393873245,2,3,5,7.921898411023797,5.7,5.67,3.5,3.6298059724074236
-0.342490308946776,4,1,5,7.922623574217286,5.68,5.73,3.56,3.6538150196555375
-0.2484613592984996,4,3,3,7.922623574217286,5.81,5.85,3.72,3.74113361172453
-0.35667494393873245,1,1,5,7.922623574217286,5.85,5.9,3.38,3.6606574329822563
-0.35667494393873245,1,2,4,7.922623574217286,5.71,5.76,3.4,3.618319641329725
-0.040821994520255166,0,2,3,7.922623574217286,6.27,5.95,4.07,3.9241982849887616
-0.31471074483970024,4,1,2,7.9229859587111955,5.77,5.78,3.56,3.678224019400124
-0.2231435513142097,3,4,2,7.9229859587111955,5.97,5.93,3.66,3.76562199915931
-0.2876820724517809,4,0,2,7.9229859587111955,5.8,5.75,3.65,3.703172651287923
-0.2876820724517809,3,1,2,7.9229859587111955,6.0,5.96,3.58,3.7535804620498125
-0.3011050927839216,2,3,2,7.9229859587111955,5.8,5.85,3.59,3.7038394926282168
-0.2876820724517809,3,3,5,7.9229859587111955,5.85,5.79,3.59,3.702113866660747
-0.2231435513142097,2,5,4,7.9229859587111955,5.94,5.87,3.72,3.7666751468315045
-0.2876820724517809,2,3,2,7.9229859587111955,5.87,5.8,3.63,3.7183329110010286
-0.2231435513142097,3,3,2,7.9229859587111955,5.9,5.81,3.69,3.7415470911598194
-0.3011050927839216,2,5,7,7.923348211930154,5.77,5.81,3.61,3.697348135060508
-0.21072103131565253,2,2,3,7.923348211930154,6.14,6.11,3.6,3.8070730721365096
-0.527632742082372,2,1,7,7.923348211930154,5.38,5.43,3.35,3.4849755652884022
-0.2231435513142097,2,2,3,7.923348211930154,5.96,6.0,3.67,3.7784093237036824
-0.3011050927839216,2,1,3,7.923348211930154,5.8,5.84,3.62,3.7104504515620795
-0.10536051565782628,3,5,5,7.923348211930154,6.16,6.12,3.87,3.884281092443244
-0.3011050927839216,4,3,2,7.923710333969238,5.73,5.82,3.59,3.6865557063020726
-0.31471074483970024,2,2,5,7.923710333969238,5.77,5.74,3.6,3.682452847645438
-0.31471074483970024,2,2,5,7.923710333969238,5.8,5.75,3.62,3.6949195095312026
-0.2231435513142097,3,2,3,7.923710333969238,5.98,5.94,3.68,3.774430164849824
-0.342490308946776,2,3,5,7.923710333969238,5.72,5.76,3.58,3.6716567918440055
-0.35667494393873245,2,1,5,7.923710333969238,5.73,5.76,3.49,3.6479424529806743
-0.2231435513142097,2,2,3,7.923710333969238,6.01,6.07,3.62,3.7846450907880933
-0.342490308946776,2,0,3,7.923710333969238,5.73,5.69,3.56,3.655574035060717
-0.3011050927839216,2,1,2,7.923710333969238,5.8,5.83,3.62,3.7087366550843446
-0.35667494393873245,4,2,5,7.923710333969238,5.64,5.61,3.47,3.599977090335231
-0.35667494393873245,0,2,5,7.923710333969238,5.57,5.53,3.58,3.6043333812179355
-0.35667494393873245,0,2,5,7.923710333969238,5.63,5.58,3.66,3.6461490772899836
-0.35667494393873245,3,2,5,7.923710333969238,5.65,5.59,3.46,3.5952911327268806
-0.09431067947124129,3,4,2,7.924072324923417,6.09,5.97,3.7,3.803115540108385
-0.4942963218147801,4,0,7,7.924072324923417,5.56,5.58,3.32,3.536139378915998
-0.09431067947124129,0,4,3,7.924072324923417,6.11,6.09,3.93,3.88660199211837
-0.09431067947124129,0,4,3,7.924072324923417,6.03,5.99,3.95,3.861941713111373
-0.2613647641344075,2,4,5,7.924072324923417,5.89,5.86,3.64,3.734776994232956
-0.342490308946776,4,0,2,7.92443418488756,5.64,5.68,3.6,3.649156855036982
-0.342490308946776,2,0,2,7.92443418488756,5.69,5.72,3.53,3.6453646358070415
-0.35667494393873245,4,1,5,7.9247959139564355,5.62,5.65,3.53,3.620672791341045
-0.2613647641344075,4,4,4,7.9247959139564355,5.88,5.9,3.61,3.7316045964988893
-0.4620354595965587,3,1,6,7.9247959139564355,5.52,5.55,3.37,3.5384762437435073
-0.342490308946776,4,2,4,7.9247959139564355,5.74,5.77,3.46,3.6427875912530063
-0.342490308946776,3,2,4,7.9247959139564355,5.69,5.73,3.53,3.6471113611419836
-0.2744368457017603,2,4,2,7.9247959139564355,5.88,5.91,3.61,3.733298077005222
-0.4462871026284195,2,3,6,7.925157512224703,5.53,5.56,3.43,3.5597338963064735
-0.342490308946776,3,3,5,7.925157512224703,5.78,5.75,3.51,3.6606072863032098
-0.342490308946776,3,3,5,7.925157512224703,5.89,5.81,3.5,3.686987248354573
-0.35667494393873245,4,0,5,7.925518979786926,5.68,5.72,3.52,3.6407687390666625
-0.35667494393873245,4,2,4,7.925518979786926,5.8,5.87,3.5,3.681863231219637
-0.342490308946776,2,0,3,7.925518979786926,5.74,5.76,3.54,3.663911123516848
-0.35667494393873245,1,4,7,7.925518979786926,5.62,5.65,3.5,3.6121378888912075
-0.342490308946776,4,3,4,7.92588031673756,5.52,5.61,3.52,3.592777280765505
-0.31471074483970024,4,0,2,7.92588031673756,5.83,5.87,3.52,3.692720335144302
-0.35667494393873245,4,0,2,7.92588031673756,5.66,5.73,3.48,3.627559428060013
-0.35667494393873245,2,1,2,7.92588031673756,5.73,5.76,3.5,3.6508036852617067
-0.342490308946776,3,0,3,7.92588031673756,5.71,5.67,3.51,3.6344118902172444
-0.3011050927839216,2,5,2,7.926241523170962,5.82,5.86,3.57,3.703403172455706
-0.342490308946776,3,0,5,7.926602599181384,5.65,5.61,3.52,3.616054965634851
-0.31471074483970024,3,3,5,7.926602599181384,5.83,5.76,3.56,3.68510273126603
-0.2744368457017603,4,2,2,7.926602599181384,5.79,5.81,3.65,3.711827741375014
-0.2744368457017603,2,0,3,7.926602599181384,5.78,5.83,3.62,3.7052824202162573
-0.342490308946776,2,2,2,7.926602599181384,5.77,5.8,3.51,3.6675337468820466
-0.31471074483970024,3,3,5,7.926602599181384,5.87,5.82,3.55,3.6994902104025664
-0.31471074483970024,3,3,4,7.926602599181384,5.79,5.75,3.55,3.6736674612133773
-0.31471074483970024,2,0,3,7.926602599181384,5.92,5.89,3.54,3.717106885036983
-0.31471074483970024,3,3,5,7.926602599181384,5.92,5.87,3.49,3.6994805302821456
-0.3285040669720361,4,4,7,7.9269635448629785,5.81,5.83,3.51,3.6796013200358852
-0.31471074483970024,4,2,2,7.9269635448629785,5.79,5.82,3.58,3.6941830650727496
-0.342490308946776,2,3,5,7.9269635448629785,5.73,5.77,3.56,3.6695358674424856
-0.23572233352106983,2,2,3,7.9269635448629785,5.97,5.92,3.68,3.769383839813155
-0.31471074483970024,4,4,6,7.927324360309794,5.83,5.89,3.54,3.7017874365034698
-0.2231435513142097,4,2,3,7.927324360309794,6.01,6.03,3.67,3.7917511326845794
-0.5447271754416722,2,3,6,7.927324360309794,5.39,5.44,3.33,3.4826844611129997
-0.5447271754416722,2,2,6,7.927324360309794,5.33,5.37,3.3,3.4494893265028512
-0.342490308946776,1,1,5,7.927324360309794,5.8,5.88,3.46,3.6720709798644324
-0.2876820724517809,2,0,3,7.927685045615778,5.85,5.89,3.6,3.722019215701215
-0.35667494393873245,3,0,5,7.927685045615778,5.87,5.78,3.38,3.643521737351109
0.1570037488096647,4,6,0,7.928045600874777,6.83,6.9,4.13,4.172511203490744
-0.5108256237659907,2,1,4,7.928045600874777,5.41,5.44,3.35,3.492376210895107
-0.35667494393873245,2,1,2,7.928045600874777,5.68,5.74,3.58,3.6611609548090343
-0.18632957819149348,1,5,5,7.928045600874777,5.85,5.88,3.79,3.771752153580526
-0.3011050927839216,4,2,5,7.928406026180535,5.8,5.84,3.57,3.6965420215159472
-0.3285040669720361,4,3,5,7.9287663216266955,5.62,5.69,3.61,3.650137395720519
-0.342490308946776,3,1,5,7.9287663216266955,5.74,5.68,3.58,3.6611609548090343
-0.342490308946776,2,1,5,7.9287663216266955,5.79,5.62,3.55,3.6507992703097183
-0.616186139423817,2,1,7,7.9287663216266955,5.25,5.27,3.24,3.3972194802929314
-0.616186139423817,2,1,7,7.9287663216266955,5.24,5.26,3.23,3.390322373649025
-0.3285040669720361,2,3,2,7.9287663216266955,5.72,5.75,3.55,3.6615039750201803
-0.3285040669720361,2,3,2,7.9287663216266955,5.79,5.82,3.53,3.680118135605346
-0.3285040669720361,1,3,5,7.9287663216266955,5.8,5.84,3.47,3.668131019683168
-0.342490308946776,2,3,2,7.9287663216266955,5.8,5.76,3.5,3.662946072087432
-0.35667494393873245,4,0,4,7.9291264873067995,5.66,5.73,3.57,3.6530927300651777
-0.342490308946776,3,2,5,7.9291264873067995,5.67,5.7,3.53,3.638340874857261
-0.342490308946776,4,2,5,7.9291264873067995,5.64,5.69,3.56,3.6397425698440364
-0.342490308946776,1,2,5,7.9291264873067995,5.61,5.64,3.59,3.63397469887665
-0.342490308946776,1,2,5,7.9291264873067995,5.87,5.9,3.4,3.669970127705685
-0.35667494393873245,2,1,5,7.9291264873067995,5.7,5.67,3.53,3.638340874857261
-0.35667494393873245,3,1,5,7.9291264873067995,5.71,5.64,3.47,3.6176453944685445
-0.35667494393873245,3,1,2,7.9291264873067995,5.79,5.75,3.46,3.647988446795686
-0.35667494393873245,3,1,2,7.9291264873067995,5.73,5.68,3.49,3.6339562110059345
-0.35667494393873245,3,1,2,7.9291264873067995,5.67,5.63,3.54,3.6288129983688333
-0.35667494393873245,3,1,2,7.9291264873067995,5.73,5.68,3.48,3.6310867685779815
-0.35667494393873245,3,1,2,7.9291264873067995,5.78,5.72,3.51,3.6553762368856573
-0.35667494393873245,2,1,2,7.9291264873067995,5.76,5.7,3.52,3.6512523504902004
-0.3285040669720361,3,2,2,7.9291264873067995,5.82,5.71,3.56,3.6746675416070946
-0.35667494393873245,4,1,2,7.9291264873067995,5.76,5.7,3.43,3.6253516220580435
-0.35667494393873245,3,1,2,7.9291264873067995,5.71,5.68,3.49,3.630459703947205
-0.35667494393873245,3,1,2,7.9291264873067995,5.77,5.74,3.48,3.6485512959697566
-0.35667494393873245,1,1,5,7.9291264873067995,5.64,5.59,3.6,3.6331849094709296
-0.020202707317519466,0,4,3,7.9291264873067995,6.05,5.97,4.08,3.8942898991952215
-0.2484613592984996,3,2,2,7.9291264873067995,5.83,5.8,3.63,3.7114952775234245
-0.35667494393873245,4,1,2,7.9291264873067995,5.6,5.51,3.51,3.5863349697155913
-0.6539264674066639,2,2,6,7.9294865233142895,5.19,5.22,3.19,3.3606397272009882
-0.31471074483970024,4,4,5,7.929846429742503,5.82,5.84,3.55,3.694366373402697
-0.3011050927839216,2,1,2,7.929846429742503,5.84,5.8,3.59,3.702128628224587
-0.35667494393873245,4,2,5,7.930206206684683,5.61,5.65,3.58,3.632956776437454
-0.2613647641344075,3,3,5,7.930206206684683,5.9,5.93,3.62,3.742838301090878
-0.342490308946776,2,2,5,7.930206206684683,5.68,5.72,3.54,3.6464344766023395
-0.3011050927839216,2,3,4,7.930206206684683,5.81,5.86,3.59,3.707270088284819
-0.35667494393873245,2,3,4,7.930206206684683,5.64,5.73,3.49,3.626889043782842
0.009950330853168092,3,2,0,7.930565854233965,6.39,6.36,3.94,3.977331080383207
-0.2613647641344075,2,4,2,7.930565854233965,5.83,5.88,3.64,3.7279451552534764
-0.2484613592984996,2,4,2,7.930565854233965,5.92,5.99,3.64,3.761799254003812
-0.3285040669720361,4,4,4,7.930925372483388,5.83,5.76,3.51,3.6709582238798655
-0.6348782724359695,4,0,7,7.930925372483388,5.34,5.37,3.08,3.38237086981025
-0.2744368457017603,2,3,5,7.930925372483388,5.9,5.94,3.63,3.747281843894877
-0.35667494393873245,1,1,4,7.930925372483388,5.81,5.77,3.31,3.61058855210469
-0.35667494393873245,3,1,4,7.930925372483388,5.62,5.54,3.51,3.595329913474457
-0.2876820724517809,4,0,3,7.930925372483388,5.78,5.73,3.63,3.690739573019584
-0.3285040669720361,2,0,2,7.930925372483388,5.76,5.75,3.5,3.654288009344317
-0.3285040669720361,3,0,2,7.930925372483388,5.73,5.69,3.58,3.661176290609387
-0.35667494393873245,3,0,2,7.930925372483388,5.68,5.66,3.56,3.641523381143981
-0.1743533871447778,0,3,2,7.930925372483388,6.39,6.2,3.47,3.824825865731148
-0.2876820724517809,3,2,2,7.930925372483388,5.88,5.85,3.6,3.7203199799482554
-0.6539264674066639,2,2,1,7.931284761525891,5.14,5.18,3.21,3.34951678421228
-0.3285040669720361,4,2,5,7.931644021454311,5.69,5.73,3.6,3.6667473356588425
-0.23572233352106983,4,4,4,7.931644021454311,5.85,5.92,3.75,3.7679216614538893
-0.3285040669720361,4,2,5,7.932721027481948,5.66,5.69,3.61,3.6572296240300113
-0.6733445532637656,2,2,6,7.932721027481948,5.11,5.15,3.18,3.3284650270152336
-0.4462871026284195,2,0,4,7.932721027481948,5.54,5.55,3.41,3.5538924311448516
-0.35667494393873245,4,4,6,7.933079771880415,5.74,5.77,3.48,3.6485512959697566
-0.18632957819149348,4,5,4,7.933079771880415,6.07,6.1,3.72,3.826758755867618
-0.2744368457017603,2,5,7,7.933079771880415,5.85,5.87,3.62,3.7241580322533405
-0.342490308946776,1,0,5,7.933079771880415,5.64,5.68,3.58,3.6435858099875267
-0.2613647641344075,1,3,4,7.933079771880415,5.97,5.92,3.53,3.7277689585775207
-0.342490308946776,2,2,2,7.933079771880415,5.71,5.65,3.55,3.6422098836454833
0.009950330853168092,0,1,0,7.933079771880415,6.29,6.21,4.03,3.9602760539482187
0.009950330853168092,3,4,3,7.933079771880415,6.31,6.22,3.93,3.93993272051727
-0.2613647641344075,1,2,2,7.933438387627489,5.81,5.77,3.72,3.7273640310007736
-0.2744368457017603,1,1,2,7.933438387627489,5.76,5.85,3.7,3.727099666933634
-0.2744368457017603,3,1,2,7.933438387627489,5.92,5.94,3.58,3.736796094014967
-0.2744368457017603,3,1,2,7.933438387627489,5.82,5.86,3.61,3.7145453490089477
0.04879016416943205,4,6,3,7.933438387627489,6.49,6.45,4.09,4.0442753429102805
-0.21072103131565253,2,3,3,7.933438387627489,5.97,6.01,3.69,3.7871858453359533
-0.35667494393873245,2,1,2,7.933438387627489,5.72,5.75,3.53,3.6558542424780613
-0.5978370007556204,2,3,1,7.933438387627489,5.28,5.3,3.22,3.4024019891644537
-0.21072103131565253,1,3,3,7.933438387627489,5.94,5.99,3.64,3.7651719384824514
-0.4620354595965587,3,1,7,7.933438387627489,5.48,5.41,3.38,3.508617614645132
-0.4620354595965587,3,1,6,7.933438387627489,5.55,5.52,3.37,3.5384762437435073
-0.2613647641344075,3,4,4,7.933438387627489,5.9,5.88,3.61,3.7316045964988893
0.04879016416943205,0,6,3,7.933438387627489,6.41,6.27,4.18,4.0253345834459635
-0.4462871026284195,2,3,1,7.933796874815411,5.54,5.58,3.41,3.559283279779728
-0.2744368457017603,3,5,6,7.933796874815411,6.0,5.94,3.51,3.7304723514122733
-0.18632957819149348,2,2,3,7.933796874815411,6.02,6.05,3.76,3.820952200097173
-0.342490308946776,3,2,4,7.933796874815411,5.77,5.74,3.46,3.6427875912530063
-0.342490308946776,3,2,4,7.933796874815411,5.73,5.69,3.53,3.6471113611419836
-0.13926206733350766,4,5,2,7.934155233536322,6.07,6.1,3.87,3.866289594624253
-0.31471074483970024,2,1,2,7.934155233536322,5.74,5.78,3.58,3.6786134047602603
-0.342490308946776,3,1,2,7.934513463882263,5.83,5.86,3.46,3.6738229043528454
-0.342490308946776,3,1,2,7.934513463882263,5.7,5.75,3.54,3.655180468127337
-0.342490308946776,2,1,2,7.934513463882263,5.72,5.77,3.52,3.6564895868536107
-0.35667494393873245,3,2,4,7.934513463882263,5.71,5.65,3.53,3.6365601511033643
-0.35667494393873245,3,2,4,7.934513463882263,5.78,5.75,3.5,3.6577542173208033
-0.2744368457017603,3,4,7,7.934513463882263,5.91,5.86,3.51,3.701799183816593
-0.35667494393873245,2,2,4,7.934513463882263,5.73,5.68,3.55,3.651002078278923
-0.23572233352106983,4,3,2,7.934871565945177,5.98,6.06,3.65,3.786245246970054
-0.35667494393873245,4,1,5,7.934871565945177,5.66,5.69,3.57,3.646087447476769
-0.35667494393873245,1,1,5,7.934871565945177,5.6,5.66,3.61,3.641285973632875
-0.2744368457017603,2,5,5,7.934871565945177,5.87,5.91,3.61,3.7315959489346917
-0.31471074483970024,2,4,5,7.934871565945177,5.72,5.76,3.6,3.677227836893461
-0.23572233352106983,4,1,2,7.935229539816907,5.91,5.86,3.72,3.7599068146238737
-0.342490308946776,4,1,5,7.9355873855892,5.81,5.82,3.53,3.683566414884262
-0.21072103131565253,3,5,7,7.9355873855892,5.91,5.86,3.64,3.738166827987468
-0.21072103131565253,2,2,3,7.9355873855892,5.92,5.96,3.72,3.7785183095901185
-0.3285040669720361,1,2,4,7.9355873855892,5.74,5.72,3.48,3.639848020841455
-0.3285040669720361,3,0,3,7.9355873855892,5.73,5.69,3.54,3.6499402173424613
-0.3285040669720361,3,5,1,7.9355873855892,5.72,5.7,3.6,3.6667565370261657
-0.21072103131565253,3,4,5,7.9355873855892,6.17,6.13,3.57,3.8068468949888543
-0.3285040669720361,3,3,5,7.9355873855892,5.73,5.65,3.58,3.654121587629497
0.0,3,5,3,7.9355873855892,6.61,6.55,3.83,4.0123012180352005
-0.31471074483970024,1,1,2,7.935945103353701,5.7,5.76,3.62,3.679265386717874
-0.21072103131565253,4,4,3,7.936302693201959,5.94,6.01,3.66,3.773984740666835
-0.21072103131565253,4,1,2,7.936302693201959,6.07,6.1,3.67,3.8132267496490417
-0.342490308946776,3,0,2,7.936302693201959,5.67,5.71,3.57,3.6513614485310173
-0.342490308946776,3,0,2,7.936302693201959,5.73,5.75,3.52,3.6547640864778037
-0.342490308946776,3,0,2,7.936302693201959,5.74,5.69,3.52,3.646018159411611
-0.5621189181535413,2,2,7,7.936302693201959,5.34,5.35,3.31,3.4506581146008806
-0.6733445532637656,2,0,6,7.936302693201959,5.12,5.16,3.17,3.329210317765967
-0.3285040669720361,2,3,5,7.936302693201959,5.72,5.75,3.55,3.6615039750201803
-0.3011050927839216,2,4,4,7.936302693201959,5.77,5.81,3.58,3.6890031631283273
-0.3011050927839216,2,4,4,7.936302693201959,5.81,5.82,3.58,3.6976313443516653
-0.35667494393873245,0,3,6,7.936302693201959,5.81,5.9,3.44,3.671392104492691
-0.2231435513142097,3,2,3,7.936302693201959,6.03,6.01,3.67,3.7917511326845794
0.009950330853168092,0,1,3,7.936302693201959,6.19,6.05,4.13,3.9426584770440867
-0.2231435513142097,4,4,5,7.936302693201959,5.92,5.82,3.72,3.7547480902562063
-0.2613647641344075,2,5,4,7.936660155225426,5.87,5.91,3.62,3.734362202427582
-0.18632957819149348,4,1,3,7.937017489515454,6.19,6.25,3.61,3.8406120341214947
-0.19845093872383832,2,2,3,7.937017489515454,5.97,6.02,3.74,3.802307509483571
-0.2484613592984996,2,0,2,7.937017489515454,5.91,5.86,3.64,3.738166827987468
-0.5108256237659907,4,3,1,7.937374696163295,5.43,5.46,3.35,3.499735980871523
-0.10536051565782628,1,5,3,7.937374696163295,6.07,6.11,3.79,3.847039108681136
-0.35667494393873245,3,1,4,7.937374696163295,5.6,5.66,3.5,3.610341169783453
-0.10536051565782628,4,5,3,7.937374696163295,6.17,6.23,3.8,3.8854639487808886
-0.18632957819149348,2,3,2,7.937374696163295,5.99,6.08,3.76,3.820902776839127
-0.18632957819149348,2,3,2,7.937374696163295,6.03,6.07,3.74,3.820578938568832
-0.18632957819149348,4,4,2,7.937374696163295,5.95,6.02,3.74,3.7989518016365986
-0.3011050927839216,3,3,4,7.937374696163295,5.74,5.68,3.59,3.663950356896613
-0.23572233352106983,2,5,4,7.937374696163295,5.92,5.95,3.67,3.763307041851822
